# Program:featureCounts v2.0.6; Command:"featureCounts" "-T" "4" "-p" "-t" "CDS" "-g" "ID" "-a" "analyse/03_annotation/prokka_output/E745.gff" "-o" "analyse/07_rnaseq_counts/gene_counts.txt" "analyse/06_rnaseq_mapping/ERR1797969.sorted.bam" "analyse/06_rnaseq_mapping/ERR1797970.sorted.bam" "analyse/06_rnaseq_mapping/ERR1797971.sorted.bam" "analyse/06_rnaseq_mapping/ERR1797972.sorted.bam" "analyse/06_rnaseq_mapping/ERR1797973.sorted.bam" "analyse/06_rnaseq_mapping/ERR1797974.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	analyse/06_rnaseq_mapping/ERR1797969.sorted.bam	analyse/06_rnaseq_mapping/ERR1797970.sorted.bam	analyse/06_rnaseq_mapping/ERR1797971.sorted.bam	analyse/06_rnaseq_mapping/ERR1797972.sorted.bam	analyse/06_rnaseq_mapping/ERR1797973.sorted.bam	analyse/06_rnaseq_mapping/ERR1797974.sorted.bam
OMENCOFM_01055	CP014529.1	1066505	1067335	-	831	2	0	8	9	11	20
OMENCOFM_01056	CP014529.1	1067498	1067935	+	438	14	13	23	10	19	20
OMENCOFM_01057	CP014529.1	1068011	1068631	+	621	144	165	149	466	392	384
OMENCOFM_01058	CP014529.1	1068820	1069326	+	507	3	2	0	4	2	2
OMENCOFM_01059	CP014529.1	1069343	1070242	+	900	8	13	4	4	6	6
OMENCOFM_01060	CP014529.1	1070329	1071213	+	885	2	12	4	10	9	14
OMENCOFM_01062	CP014529.1	1071536	1072870	+	1335	46	36	67	10	16	12
OMENCOFM_01063	CP014529.1	1073073	1074110	+	1038	37	53	53	151	169	144
OMENCOFM_01064	CP014529.1	1074151	1075152	+	1002	1107	1348	1245	3062	3827	3499
OMENCOFM_01065	CP014529.1	1075262	1076452	+	1191	699	761	822	1365	1530	1275
OMENCOFM_01066	CP014529.1	1076556	1077311	+	756	475	485	407	1551	1437	1175
OMENCOFM_01067	CP014529.1	1077427	1078725	+	1299	1026	1151	1056	2172	2279	2132
OMENCOFM_01068	CP014529.1	1079262	1079798	+	537	6	6	2	0	4	6
OMENCOFM_01069	CP014529.1	1079795	1080601	+	807	0	0	0	0	0	4
OMENCOFM_01070	CP014529.1	1080603	1081616	-	1014	0	0	2	0	2	6
OMENCOFM_01071	CP014529.1	1082066	1083205	+	1140	40	27	44	32	18	22
OMENCOFM_01072	CP014529.1	1083272	1083847	-	576	32	53	45	75	60	54
OMENCOFM_01073	CP014529.1	1083852	1084826	-	975	105	103	101	227	206	168
OMENCOFM_01074	CP014529.1	1085109	1086077	+	969	19	26	32	41	20	12
OMENCOFM_01075	CP014529.1	1086190	1086468	+	279	43	42	26	12	6	12
OMENCOFM_01076	CP014529.1	1086586	1086822	+	237	36	48	44	26	47	34
OMENCOFM_01077	CP014529.1	1086925	1087680	+	756	26	20	31	26	26	7
OMENCOFM_01078	CP014529.1	1087683	1090040	+	2358	185	199	161	163	144	154
OMENCOFM_01079	CP014529.1	1090062	1090526	+	465	30	33	28	26	29	25
OMENCOFM_01080	CP014529.1	1090828	1091547	+	720	106	119	116	144	138	134
OMENCOFM_01081	CP014529.1	1091600	1091815	+	216	22	31	16	36	48	45
OMENCOFM_01082	CP014529.1	1091906	1092430	+	525	76	92	63	143	121	88
OMENCOFM_01083	CP014529.1	1092417	1092959	+	543	60	51	46	51	70	63
OMENCOFM_01084	CP014529.1	1092982	1094538	+	1557	318	408	399	418	408	413
OMENCOFM_01085	CP014529.1	1094552	1095454	+	903	188	204	177	288	280	263
OMENCOFM_01086	CP014529.1	1095477	1096883	+	1407	235	320	243	303	352	343
OMENCOFM_01087	CP014529.1	1096897	1097319	+	423	153	142	157	169	147	144
OMENCOFM_01088	CP014529.1	1097788	1098018	+	231	35	39	39	30	34	16
OMENCOFM_01089	CP014529.1	1098115	1099416	+	1302	367	362	326	359	337	327
OMENCOFM_01090	CP014529.1	1099429	1099605	+	177	18	21	35	12	20	12
OMENCOFM_01091	CP014529.1	1099740	1100036	+	297	7	10	11	4	9	17
OMENCOFM_01092	CP014529.1	1100220	1100687	+	468	3	5	15	6	4	1
OMENCOFM_01093	CP014529.1	1100772	1101656	+	885	3	9	2	4	0	3
OMENCOFM_01094	CP014529.1	1101770	1102006	+	237	2	5	2	23	14	6
OMENCOFM_01097	CP014529.1	1102377	1102547	+	171	96	112	110	16	29	38
OMENCOFM_01098	CP014529.1	1102767	1103474	+	708	31	24	25	5	12	11
OMENCOFM_01099	CP014529.1	1103534	1104178	-	645	8	6	10	4	14	18
OMENCOFM_01100	CP014529.1	1104305	1104592	+	288	6	7	4	2	6	2
OMENCOFM_01101	CP014529.1	1104700	1105020	+	321	14	3	12	11	8	16
OMENCOFM_01102	CP014529.1	1105101	1106414	+	1314	0	2	0	6	2	6
OMENCOFM_01103	CP014529.1	1106411	1107130	+	720	0	0	2	0	0	0
OMENCOFM_01104	CP014529.1	1107258	1107809	+	552	729	904	804	190	164	136
OMENCOFM_01105	CP014529.1	1108031	1110565	+	2535	377	462	355	290	295	268
OMENCOFM_01106	CP014529.1	1110809	1111792	+	984	42	54	31	80	43	60
OMENCOFM_01107	CP014529.1	1111897	1112583	+	687	89	118	104	89	77	69
OMENCOFM_01108	CP014529.1	1112567	1113460	+	894	130	120	107	45	78	74
OMENCOFM_01109	CP014529.1	1113612	1115060	+	1449	32	32	32	6	22	10
OMENCOFM_01110	CP014529.1	1115397	1116254	+	858	45	33	26	22	19	16
OMENCOFM_01111	CP014529.1	1116369	1117289	+	921	53	61	63	30	17	36
OMENCOFM_01112	CP014529.1	1117289	1118173	+	885	56	64	38	16	38	18
OMENCOFM_01113	CP014529.1	1118188	1118994	+	807	93	91	76	49	39	45
OMENCOFM_01114	CP014529.1	1119010	1119768	+	759	51	79	92	42	27	38
OMENCOFM_01115	CP014529.1	1119781	1120458	+	678	131	113	101	57	62	63
OMENCOFM_01116	CP014529.1	1120696	1121727	+	1032	8	6	8	4	0	6
OMENCOFM_01117	CP014529.1	1121724	1122491	+	768	0	0	0	6	0	0
OMENCOFM_01118	CP014529.1	1122591	1124159	+	1569	194	219	188	175	166	138
OMENCOFM_01119	CP014529.1	1124456	1124776	+	321	34	41	52	46	26	54
OMENCOFM_01120	CP014529.1	1124776	1125126	+	351	3	6	1	4	0	5
OMENCOFM_01121	CP014529.1	1125248	1126543	-	1296	2	2	0	4	4	4
OMENCOFM_01122	CP014529.1	1126815	1127753	+	939	54	48	43	46	28	42
OMENCOFM_01123	CP014529.1	1127768	1128598	+	831	18	39	42	32	30	23
OMENCOFM_01124	CP014529.1	1128642	1129667	+	1026	126	182	147	112	96	100
OMENCOFM_01125	CP014529.1	1129682	1130620	+	939	153	176	170	82	125	95
OMENCOFM_01126	CP014529.1	1130745	1131185	+	441	35	40	29	14	13	18
OMENCOFM_01127	CP014529.1	1131188	1131790	+	603	303	352	329	133	125	69
OMENCOFM_01128	CP014529.1	1131849	1132955	-	1107	76	97	86	94	96	80
OMENCOFM_01129	CP014529.1	1133165	1134166	+	1002	204	228	177	315	257	263
OMENCOFM_01130	CP014529.1	1134503	1136848	-	2346	350	436	396	192	214	164
OMENCOFM_01131	CP014529.1	1137127	1138029	+	903	10	4	12	86	86	70
OMENCOFM_01132	CP014529.1	1138454	1139641	+	1188	23	27	47	21	6	11
OMENCOFM_01133	CP014529.1	1139862	1141637	+	1776	6	6	12	10	10	10
OMENCOFM_01134	CP014529.1	1141703	1143289	-	1587	44	44	50	66	110	77
OMENCOFM_01135	CP014529.1	1143540	1143764	+	225	30	39	30	28	46	20
OMENCOFM_01136	CP014529.1	1143906	1145657	+	1752	50	65	55	29	14	18
OMENCOFM_01137	CP014529.1	1145657	1147441	+	1785	50	94	59	9	22	11
OMENCOFM_01138	CP014529.1	1147767	1148618	+	852	2	0	0	0	2	0
OMENCOFM_01139	CP014529.1	1148714	1150600	+	1887	2	0	0	2	2	2
OMENCOFM_01140	CP014529.1	1150640	1151542	-	903	2	4	6	0	0	2
OMENCOFM_01141	CP014529.1	1151773	1153176	+	1404	26	16	18	4	7	4
OMENCOFM_01142	CP014529.1	1153176	1154609	+	1434	24	25	26	10	6	8
OMENCOFM_01143	CP014529.1	1154754	1155680	+	927	56	74	62	122	80	96
OMENCOFM_01144	CP014529.1	1155894	1157621	+	1728	147	158	161	259	262	254
OMENCOFM_01145	CP014529.1	1157693	1157986	+	294	6	9	7	10	10	10
OMENCOFM_01146	CP014529.1	1158078	1158938	-	861	4	16	14	14	8	16
OMENCOFM_01147	CP014529.1	1159030	1159458	+	429	5	2	4	25	12	14
OMENCOFM_01148	CP014529.1	1159620	1159796	+	177	786	965	900	1025	1078	1058
OMENCOFM_01149	CP014529.1	1159823	1160269	+	447	797	878	839	841	875	839
OMENCOFM_01150	CP014529.1	1160423	1161802	-	1380	0	4	2	4	6	0
OMENCOFM_01151	CP014529.1	1162508	1163479	+	972	54	62	52	60	54	50
OMENCOFM_01152	CP014529.1	1163503	1165695	+	2193	129	234	170	162	147	158
OMENCOFM_01153	CP014529.1	1165727	1166188	+	462	37	36	33	27	25	17
OMENCOFM_01154	CP014529.1	1166172	1166567	+	396	31	24	30	34	20	28
OMENCOFM_01155	CP014529.1	1166582	1167481	+	900	128	144	119	128	120	114
OMENCOFM_01156	CP014529.1	1167624	1168436	+	813	7	15	6	14	18	18
OMENCOFM_01157	CP014529.1	1168820	1169737	+	918	0	4	8	64	48	56
OMENCOFM_01158	CP014529.1	1169739	1171814	+	2076	49	68	47	263	265	261
OMENCOFM_01159	CP014529.1	1172204	1172983	+	780	13	4	9	23	26	28
OMENCOFM_01160	CP014529.1	1173029	1173973	+	945	17	24	34	84	80	57
OMENCOFM_01161	CP014529.1	1173989	1174768	+	780	22	30	27	44	46	54
OMENCOFM_01162	CP014529.1	1174780	1175478	+	699	11	18	11	57	35	17
OMENCOFM_01163	CP014529.1	1175506	1176270	+	765	12	16	4	26	34	22
OMENCOFM_01164	CP014529.1	1176284	1178101	+	1818	8	28	10	53	64	38
OMENCOFM_01165	CP014529.1	1178113	1179078	+	966	9	12	4	30	29	26
OMENCOFM_01166	CP014529.1	1179071	1179766	+	696	6	2	4	30	14	21
OMENCOFM_01167	CP014529.1	1179763	1180881	+	1119	25	16	46	38	60	67
OMENCOFM_01168	CP014529.1	1180871	1181491	+	621	10	20	6	30	25	25
OMENCOFM_01169	CP014529.1	1181687	1182787	+	1101	12	6	10	25	22	20
OMENCOFM_01170	CP014529.1	1182917	1183189	+	273	0	7	4	13	11	7
OMENCOFM_01171	CP014529.1	1183186	1184187	+	1002	12	8	8	28	27	20
OMENCOFM_01172	CP014529.1	1184193	1185239	+	1047	6	6	6	23	17	8
OMENCOFM_01173	CP014529.1	1185253	1186332	+	1080	4	14	10	35	28	19
OMENCOFM_01174	CP014529.1	1186351	1187775	+	1425	10	24	8	27	32	27
OMENCOFM_01175	CP014529.1	1187821	1189326	+	1506	13	10	10	20	20	20
OMENCOFM_01176	CP014529.1	1189418	1190590	-	1173	8	6	19	5	6	1
OMENCOFM_01177	CP014529.1	1190955	1192046	+	1092	12	12	3	16	18	20
OMENCOFM_01178	CP014529.1	1192114	1193592	-	1479	14	18	8	26	38	22
OMENCOFM_01179	CP014529.1	1193859	1194608	-	750	2	2	0	0	0	2
OMENCOFM_01180	CP014529.1	1194751	1195701	+	951	0	2	0	0	0	0
OMENCOFM_01181	CP014529.1	1195683	1197146	+	1464	2	2	0	2	2	0
OMENCOFM_01182	CP014529.1	1197143	1197601	+	459	0	0	2	0	0	0
OMENCOFM_01183	CP014529.1	1197598	1198572	+	975	0	0	0	0	2	0
OMENCOFM_01184	CP014529.1	1198751	1199701	-	951	30	18	20	148	108	137
OMENCOFM_01185	CP014529.1	1200261	1200536	-	276	53	45	24	10	11	2
OMENCOFM_01186	CP014529.1	1200644	1201408	+	765	21	25	25	27	34	13
OMENCOFM_01187	CP014529.1	1201531	1202034	+	504	163	187	179	61	61	53
OMENCOFM_01188	CP014529.1	1202443	1203084	+	642	104	121	90	106	112	79
OMENCOFM_01189	CP014529.1	1203254	1204522	+	1269	6	4	4	14	14	10
OMENCOFM_01190	CP014529.1	1204549	1205748	-	1200	39	42	26	14	56	14
OMENCOFM_01191	CP014529.1	1205869	1207176	-	1308	44	98	78	154	160	116
OMENCOFM_01192	CP014529.1	1207292	1207414	-	123	0	0	0	1	2	0
OMENCOFM_01193	CP014529.1	1207647	1208765	+	1119	202	215	211	50	30	20
OMENCOFM_01194	CP014529.1	1209268	1209588	+	321	0	1	0	2	0	0
OMENCOFM_01195	CP014529.1	1209591	1209755	+	165	0	0	7	5	4	2
OMENCOFM_01196	CP014529.1	1210041	1210241	+	201	168	189	172	297	247	308
OMENCOFM_01197	CP014529.1	1210388	1213177	+	2790	34	60	34	77	52	59
OMENCOFM_01198	CP014529.1	1213248	1213751	+	504	14	26	15	45	35	27
OMENCOFM_01199	CP014529.1	1213772	1214962	+	1191	94	74	105	119	163	126
OMENCOFM_01200	CP014529.1	1215002	1216300	+	1299	116	115	131	187	157	161
OMENCOFM_01201	CP014529.1	1217476	1218150	+	675	10	13	6	10	10	7
OMENCOFM_01202	CP014529.1	1218147	1218488	+	342	8	10	10	7	11	11
OMENCOFM_01203	CP014529.1	1218518	1218877	+	360	6	4	2	2	2	0
OMENCOFM_01204	CP014529.1	1219402	1221486	+	2085	26	26	46	24	24	10
OMENCOFM_01205	CP014529.1	1221777	1223243	+	1467	74	118	60	145	181	186
OMENCOFM_01206	CP014529.1	1223714	1225009	-	1296	4	2	4	4	2	2
OMENCOFM_01207	CP014529.1	1225257	1225796	+	540	4	4	2	0	0	0
OMENCOFM_01208	CP014529.1	1225870	1226310	+	441	4	8	10	16	9	12
OMENCOFM_01209	CP014529.1	1226323	1226532	+	210	9	0	4	7	2	0
OMENCOFM_01210	CP014529.1	1226532	1228718	+	2187	23	55	36	41	48	40
OMENCOFM_01211	CP014529.1	1228738	1230909	+	2172	45	67	69	42	37	46
OMENCOFM_01212	CP014529.1	1231021	1231761	-	741	0	0	2	0	0	0
OMENCOFM_01213	CP014529.1	1231894	1233192	-	1299	4	2	2	2	4	2
OMENCOFM_01214	CP014529.1	1233182	1233934	-	753	0	0	0	0	0	0
OMENCOFM_01215	CP014529.1	1233931	1234254	-	324	0	0	0	0	0	0
OMENCOFM_01216	CP014529.1	1234268	1235116	-	849	6	0	2	0	0	2
OMENCOFM_01217	CP014529.1	1235470	1236282	+	813	0	2	0	0	0	0
OMENCOFM_01218	CP014529.1	1236436	1236759	+	324	0	0	2	2	0	0
OMENCOFM_01219	CP014529.1	1236833	1237402	+	570	58	38	32	38	52	38
OMENCOFM_01220	CP014529.1	1237839	1238531	+	693	0	8	4	3	5	4
OMENCOFM_01221	CP014529.1	1238571	1239377	-	807	0	2	0	0	2	0
OMENCOFM_01222	CP014529.1	1239374	1239910	-	537	0	0	0	4	2	4
OMENCOFM_01223	CP014529.1	1240020	1241198	-	1179	4	4	8	4	8	6
OMENCOFM_01224	CP014529.1	1241368	1241904	+	537	2	0	0	0	6	1
OMENCOFM_01225	CP014529.1	1241901	1242707	+	807	0	0	0	4	0	2
OMENCOFM_01226	CP014529.1	1242983	1243399	+	417	2	0	2	10	6	10
OMENCOFM_01227	CP014529.1	1243631	1243888	-	258	7	10	8	1	4	0
OMENCOFM_01228	CP014529.1	1244174	1245424	-	1251	21	19	26	15	20	12
OMENCOFM_01229	CP014529.1	1245834	1246808	+	975	88	83	76	76	65	76
OMENCOFM_01230	CP014529.1	1246964	1248259	-	1296	2	2	10	8	6	6
OMENCOFM_01231	CP014529.1	1249082	1250269	+	1188	4	16	4	10	8	5
OMENCOFM_01232	CP014529.1	1250530	1250847	+	318	0	0	0	0	0	0
OMENCOFM_01233	CP014529.1	1250938	1251303	-	366	4	8	4	2	2	0
OMENCOFM_01234	CP014529.1	1251511	1251993	+	483	3	2	0	4	10	8
OMENCOFM_01235	CP014529.1	1252190	1253080	+	891	8	16	24	6	6	8
OMENCOFM_01236	CP014529.1	1253483	1254778	-	1296	0	2	0	4	4	2
OMENCOFM_01237	CP014529.1	1254884	1256152	-	1269	2	4	2	6	7	4
OMENCOFM_01238	CP014529.1	1256424	1258895	+	2472	7	6	10	18	8	16
OMENCOFM_01239	CP014529.1	1258998	1260734	-	1737	118	138	119	82	52	46
OMENCOFM_01240	CP014529.1	1260731	1261435	-	705	33	39	32	12	24	21
OMENCOFM_01241	CP014529.1	1261566	1261982	+	417	23	33	36	49	30	26
OMENCOFM_01242	CP014529.1	1262028	1262366	+	339	20	22	20	26	16	11
OMENCOFM_01243	CP014529.1	1262387	1263805	+	1419	90	99	125	119	104	100
OMENCOFM_01244	CP014529.1	1263917	1264495	+	579	10	8	4	17	6	10
OMENCOFM_01245	CP014529.1	1264499	1265020	+	522	6	5	5	14	10	4
OMENCOFM_01246	CP014529.1	1265099	1265653	-	555	12	20	14	14	6	6
OMENCOFM_01247	CP014529.1	1265906	1266181	+	276	87	94	87	383	437	490
OMENCOFM_01248	CP014529.1	1266193	1266444	+	252	11	20	17	107	81	79
OMENCOFM_01249	CP014529.1	1266569	1267360	+	792	3	3	8	10	8	16
OMENCOFM_01250	CP014529.1	1267530	1268051	+	522	22	12	14	19	23	34
OMENCOFM_01251	CP014529.1	1268041	1268802	+	762	41	65	49	68	50	41
OMENCOFM_01252	CP014529.1	1268938	1269285	+	348	64	124	121	326	407	377
OMENCOFM_01253	CP014529.1	1269658	1270320	+	663	0	2	0	8	4	6
OMENCOFM_01254	CP014529.1	1270399	1273626	+	3228	0	4	0	0	0	0
OMENCOFM_01255	CP014529.1	1273740	1274054	+	315	0	0	0	0	0	0
OMENCOFM_01256	CP014529.1	1274067	1274441	+	375	0	0	0	0	0	0
OMENCOFM_01257	CP014529.1	1274451	1274795	+	345	0	0	0	0	0	0
OMENCOFM_01258	CP014529.1	1274866	1276011	+	1146	0	2	0	0	2	0
OMENCOFM_01259	CP014529.1	1276726	1278585	+	1860	0	0	2	2	5	0
OMENCOFM_01260	CP014529.1	1278679	1278930	+	252	0	2	2	0	0	0
OMENCOFM_01261	CP014529.1	1278990	1280132	+	1143	0	0	0	0	0	0
OMENCOFM_01262	CP014529.1	1280157	1280411	+	255	0	0	0	0	0	0
OMENCOFM_01263	CP014529.1	1280667	1281851	+	1185	0	0	0	0	0	0
OMENCOFM_01264	CP014529.1	1281848	1281985	+	138	0	0	0	0	0	0
OMENCOFM_01265	CP014529.1	1282731	1284641	+	1911	0	0	0	0	4	2
OMENCOFM_01266	CP014529.1	1284982	1285482	+	501	0	0	0	0	0	0
OMENCOFM_01267	CP014529.1	1285579	1287426	+	1848	39	46	33	17	35	16
OMENCOFM_01268	CP014529.1	1287429	1288325	+	897	24	18	16	15	4	6
OMENCOFM_01269	CP014529.1	1288375	1288764	+	390	0	0	0	0	0	2
OMENCOFM_01270	CP014529.1	1288751	1291096	+	2346	0	0	0	0	2	0
OMENCOFM_01271	CP014529.1	1291189	1292376	+	1188	2	4	4	12	8	11
OMENCOFM_01272	CP014529.1	1292677	1294806	+	2130	0	0	0	0	0	0
OMENCOFM_01273	CP014529.1	1294803	1295810	+	1008	0	0	0	0	0	0
OMENCOFM_01274	CP014529.1	1295827	1296738	+	912	0	0	0	0	0	0
OMENCOFM_01275	CP014529.1	1296866	1297594	-	729	2	0	2	0	0	2
OMENCOFM_01276	CP014529.1	1297591	1299009	-	1419	0	0	2	2	4	8
OMENCOFM_01277	CP014529.1	1299328	1300449	+	1122	0	2	0	0	1	2
OMENCOFM_01278	CP014529.1	1301058	1302011	-	954	6	12	8	10	6	4
OMENCOFM_01279	CP014529.1	1302380	1302859	+	480	1	2	6	23	12	14
OMENCOFM_01280	CP014529.1	1302952	1303242	+	291	5	2	4	11	11	9
OMENCOFM_01281	CP014529.1	1303278	1304114	+	837	4	6	9	33	17	28
OMENCOFM_01282	CP014529.1	1304394	1305374	+	981	30	26	22	51	60	59
OMENCOFM_01283	CP014529.1	1305496	1306914	+	1419	0	2	0	2	4	4
OMENCOFM_01284	CP014529.1	1306985	1308454	+	1470	0	0	0	0	0	0
OMENCOFM_01285	CP014529.1	1308464	1308931	+	468	0	0	0	2	0	0
OMENCOFM_01286	CP014529.1	1308967	1309839	+	873	0	0	0	0	2	0
OMENCOFM_01287	CP014529.1	1309920	1312454	+	2535	0	2	0	0	0	0
OMENCOFM_01288	CP014529.1	1312610	1313383	+	774	2	0	0	0	0	0
OMENCOFM_01289	CP014529.1	1313376	1314167	+	792	0	0	0	0	0	2
OMENCOFM_01290	CP014529.1	1314177	1314668	+	492	0	0	0	2	0	0
OMENCOFM_01291	CP014529.1	1314686	1315096	+	411	0	0	0	0	0	0
OMENCOFM_01292	CP014529.1	1315100	1316500	+	1401	0	0	0	2	2	0
OMENCOFM_01293	CP014529.1	1316523	1316897	+	375	2	0	2	0	2	0
OMENCOFM_01294	CP014529.1	1317386	1317580	+	195	0	2	0	2	1	0
OMENCOFM_01295	CP014529.1	1317570	1317923	+	354	0	2	2	0	0	4
OMENCOFM_01296	CP014529.1	1318025	1319572	+	1548	38	63	64	14	10	16
OMENCOFM_01297	CP014529.1	1319724	1320152	+	429	0	0	0	0	0	2
OMENCOFM_01298	CP014529.1	1320130	1320381	+	252	0	0	0	0	0	1
OMENCOFM_01299	CP014529.1	1320681	1320896	-	216	1	0	2	2	2	3
OMENCOFM_01300	CP014529.1	1321009	1321317	+	309	2	4	0	0	2	1
OMENCOFM_01301	CP014529.1	1321421	1322599	+	1179	20	26	18	21	16	8
OMENCOFM_01302	CP014529.1	1323002	1323295	+	294	2	4	6	4	4	0
OMENCOFM_01303	CP014529.1	1324144	1326465	+	2322	0	0	2	0	2	0
OMENCOFM_01304	CP014529.1	1326462	1326920	+	459	2	0	0	0	0	0
OMENCOFM_01305	CP014529.1	1326951	1327964	+	1014	0	0	0	0	0	0
OMENCOFM_01306	CP014529.1	1327961	1328407	+	447	0	0	0	0	0	0
OMENCOFM_01307	CP014529.1	1328557	1329372	+	816	0	1	0	0	0	0
OMENCOFM_01308	CP014529.1	1329578	1330750	+	1173	0	4	0	0	0	0
OMENCOFM_01309	CP014529.1	1330747	1330944	+	198	0	0	0	0	0	0
OMENCOFM_01310	CP014529.1	1330912	1331406	-	495	3	8	2	12	21	20
OMENCOFM_01311	CP014529.1	1331992	1332414	+	423	0	0	0	0	0	0
OMENCOFM_01312	CP014529.1	1332580	1333773	-	1194	6	0	2	8	0	0
OMENCOFM_01313	CP014529.1	1333997	1334374	+	378	2	6	4	2	3	0
OMENCOFM_01314	CP014529.1	1334395	1334700	+	306	12	9	6	6	18	1
OMENCOFM_01315	CP014529.1	1334834	1335277	+	444	6	9	2	10	5	11
OMENCOFM_01316	CP014529.1	1335385	1336680	-	1296	2	2	6	0	4	0
OMENCOFM_01317	CP014529.1	1337061	1337876	+	816	0	0	0	0	0	0
OMENCOFM_01318	CP014529.1	1337886	1338101	+	216	0	0	0	0	0	0
OMENCOFM_01319	CP014529.1	1338185	1339363	+	1179	2	12	12	2	6	6
OMENCOFM_01320	CP014529.1	1340099	1341763	+	1665	14	14	14	74	58	46
OMENCOFM_01321	CP014529.1	1341776	1342486	+	711	9	8	12	49	50	29
OMENCOFM_01322	CP014529.1	1342616	1343113	+	498	20	26	38	18	18	16
OMENCOFM_01323	CP014529.1	1343298	1343558	+	261	60	74	76	2	2	6
OMENCOFM_01324	CP014529.1	1343920	1344159	-	240	4	0	2	0	0	0
OMENCOFM_01325	CP014529.1	1344496	1345674	-	1179	4	4	4	6	5	4
OMENCOFM_01327	CP014529.1	1347213	1348391	+	1179	8	6	6	6	2	2
OMENCOFM_01328	CP014529.1	1348595	1348897	-	303	4	2	2	0	4	7
OMENCOFM_01330	CP014529.1	1349654	1350427	-	774	12	23	8	40	34	18
OMENCOFM_01331	CP014529.1	1350571	1350921	+	351	0	6	1	14	11	8
OMENCOFM_01332	CP014529.1	1350902	1351618	+	717	20	24	17	31	29	31
OMENCOFM_01333	CP014529.1	1351618	1353066	+	1449	44	42	30	24	22	40
OMENCOFM_01334	CP014529.1	1353137	1353646	-	510	0	2	0	3	2	0
OMENCOFM_01335	CP014529.1	1353636	1354361	-	726	2	2	4	2	7	0
OMENCOFM_01336	CP014529.1	1354584	1356704	-	2121	226	305	266	206	225	188
OMENCOFM_01337	CP014529.1	1356934	1358112	+	1179	18	24	22	36	30	37
OMENCOFM_01338	CP014529.1	1358128	1358886	+	759	14	24	24	17	20	15
OMENCOFM_01339	CP014529.1	1358909	1359394	+	486	14	24	21	12	14	17
OMENCOFM_01340	CP014529.1	1359465	1360718	-	1254	26	42	20	32	25	20
OMENCOFM_01341	CP014529.1	1360835	1362184	+	1350	127	171	159	101	112	73
OMENCOFM_01342	CP014529.1	1362296	1363642	+	1347	397	471	404	424	501	436
OMENCOFM_01343	CP014529.1	1363994	1365289	-	1296	0	0	0	0	2	2
OMENCOFM_01344	CP014529.1	1365472	1365858	-	387	2	0	0	0	0	2
OMENCOFM_01345	CP014529.1	1366082	1367527	-	1446	4	8	4	0	0	2
OMENCOFM_01346	CP014529.1	1367587	1368369	-	783	4	2	4	1	1	2
OMENCOFM_01347	CP014529.1	1368582	1369541	+	960	1	6	0	8	5	4
OMENCOFM_01348	CP014529.1	1369794	1369943	-	150	156	170	146	16	14	20
OMENCOFM_01349	CP014529.1	1370405	1370617	+	213	1	0	0	2	0	0
OMENCOFM_01350	CP014529.1	1370686	1370796	+	111	166	174	128	30	22	24
OMENCOFM_01351	CP014529.1	1370895	1372694	-	1800	16	26	16	46	35	40
OMENCOFM_01352	CP014529.1	1372818	1373414	-	597	7	12	18	14	13	5
OMENCOFM_01353	CP014529.1	1373606	1374559	-	954	10	13	16	6	10	4
OMENCOFM_01354	CP014529.1	1374831	1375175	+	345	5	4	4	0	3	5
OMENCOFM_01355	CP014529.1	1375176	1375595	+	420	10	10	11	4	7	2
OMENCOFM_01356	CP014529.1	1375687	1376037	-	351	0	0	0	0	0	0
OMENCOFM_01357	CP014529.1	1376003	1377334	-	1332	0	0	2	0	0	0
OMENCOFM_01358	CP014529.1	1377590	1378156	+	567	225	262	236	108	109	94
OMENCOFM_01360	CP014529.1	1378440	1379645	-	1206	8	8	4	16	16	14
OMENCOFM_01361	CP014529.1	1379783	1380223	-	441	47	50	72	36	40	38
OMENCOFM_01362	CP014529.1	1380362	1381015	-	654	18	20	20	26	26	18
OMENCOFM_01363	CP014529.1	1381065	1381487	-	423	4	10	2	4	7	10
OMENCOFM_01364	CP014529.1	1381498	1381872	-	375	13	11	25	17	18	24
OMENCOFM_01365	CP014529.1	1382175	1382357	+	183	51	33	30	3	7	11
OMENCOFM_01366	CP014529.1	1382373	1382693	+	321	45	46	39	13	13	6
OMENCOFM_01367	CP014529.1	1382698	1382868	+	171	21	24	32	8	5	5
OMENCOFM_01368	CP014529.1	1382872	1383024	+	153	2	2	4	1	2	0
OMENCOFM_01369	CP014529.1	1383103	1383585	-	483	69	47	40	4	12	13
OMENCOFM_01370	CP014529.1	1383637	1384335	+	699	107	121	122	22	23	34
OMENCOFM_01371	CP014529.1	1384513	1384854	+	342	40	36	25	10	9	3
OMENCOFM_01372	CP014529.1	1384847	1385518	+	672	67	74	101	22	13	21
OMENCOFM_01373	CP014529.1	1385524	1386210	+	687	41	43	55	6	14	10
OMENCOFM_01374	CP014529.1	1386213	1386962	+	750	18	38	27	4	6	14
OMENCOFM_01375	CP014529.1	1386974	1387243	+	270	1	6	9	2	0	3
OMENCOFM_01376	CP014529.1	1387248	1387412	+	165	11	3	4	2	3	0
OMENCOFM_01377	CP014529.1	1387405	1387710	+	306	24	14	22	9	8	4
OMENCOFM_01378	CP014529.1	1387704	1387994	+	291	10	23	7	1	2	1
